source;APs;original NL;original LTL;Spot LTL;lifted_LTL
navi.jsonl;"['""stop_by(flag)""', '""get_hold(apple)""']";stop_by flag or whenever get_hold apple;"""stop_by(flag)"" | F ( ""get_hold(apple)"" )";"""stop_by(flag)"" | F""get_hold(apple)""";ap_0 | Fap_1
navi.jsonl;"['""put_in(bucket)""', '""get_hold(apple)""']";put_in bucket or at any time get_hold apple;"""put_in(bucket)"" | F ( ""get_hold(apple)"" )";"""put_in(bucket)"" | F""get_hold(apple)""";ap_0 | Fap_1
navi.jsonl;"['""drop(orange)""', '""journey_by(flag)""']";when possible journey_by flag or never drop orange;"F ( ""journey_by(flag)"" ) | G ( ! ( ""drop(orange)"" ) )";"F""journey_by(flag)"" | G!""drop(orange)""";Fap_1 | G!ap_0
navi.jsonl;"['""gather(apple)""', '""make_your_way(flag)""']";when possible make_your_way flag or gather apple;"F ( ""make_your_way(flag)"" ) | ""gather(apple)""";"""gather(apple)"" | F""make_your_way(flag)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(apple)""', 'move']";always move or when possible go_to apple;"G ( ""move"" ) | F ( ""go_to(apple)"" )";"Gmove | F""go_to(apple)""";Gap_1 | Fap_0
navi.jsonl;"['""be_at(house)""', '""pick_up(peach)""']";whenever be_at house or at any time pick_up peach;"F ( ""be_at(house)"" ) | F ( ""pick_up(peach)"" )";"F""be_at(house)"" | F""pick_up(peach)""";Fap_0 | Fap_1
navi.jsonl;"['""withhold(apple)""', '""secure(apple)""']";secure apple or at any time withhold apple;"""secure(apple)"" | F ( ""withhold(apple)"" )";"""secure(apple)"" | F""withhold(apple)""";ap_1 | Fap_0
navi.jsonl;"['stay', '""stop_by(house)""']";forever stay and at any time stop_by house;"G ( ""stay"" ) & F ( ""stop_by(house)"" )";"Gstay & F""stop_by(house)""";Gap_0 & Fap_1
navi.jsonl;"['""get_close(flag)""', '""pick_up(flag)""']";pick_up flag or when possible get_close flag;"""pick_up(flag)"" | F ( ""get_close(flag)"" )";"""pick_up(flag)"" | F""get_close(flag)""";ap_1 | Fap_0
navi.jsonl;"['""secure(pear)""', '""collect(orange)""']";whenever secure pear or at any time collect orange;"F ( ""secure(pear)"" ) | F ( ""collect(orange)"" )";"F""secure(pear)"" | F""collect(orange)""";Fap_0 | Fap_1
navi.jsonl;"['""grasp(apple)""', '""scoop_up(apple)""']";at some time grasp apple until when possible scoop_up apple;"F ( ""grasp(apple)"" ) U F ( ""scoop_up(apple)"" )";"F""grasp(apple)"" U F""scoop_up(apple)""";Fap_0 U Fap_1
navi.jsonl;"['""go_to(orange)""', '""pass_by(waste_receptacle)""']";when go_to orange , when possible pass_by waste receptacle;"""go_to(orange)"" -> F ( ""pass_by(waste_receptacle)"" )";"""go_to(orange)"" -> F""pass_by(waste_receptacle)""";ap_0 -> Fap_1
navi.jsonl;"['""visit(house)""', '""arrive_at(tree)""']";when possible arrive_at tree or when possible visit house;"F ( ""arrive_at(tree)"" ) | F ( ""visit(house)"" )";"F""arrive_at(tree)"" | F""visit(house)""";Fap_1 | Fap_0
navi.jsonl;"['""migrate_to(tree)""', '""go_to(trashcan)""']";when possible migrate_to tree or at some time go_to trashcan;"F ( ""migrate_to(tree)"" ) | F ( ""go_to(trashcan)"" )";"F""migrate_to(tree)"" | F""go_to(trashcan)""";Fap_0 | Fap_1
navi.jsonl;"['""drop(apple)""', '""hold_on_to(pear)""']";never drop apple and hold_on_to pear;"G ( ! ( ""drop(apple)"" ) ) & ""hold_on_to(pear)""";"""hold_on_to(pear)"" & G!""drop(apple)""";ap_1 & G!ap_0
navi.jsonl;"['""go_near(pear)""', '""make_contact_with(house)""']";at some time go_near pear or at some time make_contact_with house;"F ( ""go_near(pear)"" ) | F ( ""make_contact_with(house)"" )";"F""go_near(pear)"" | F""make_contact_with(house)""";Fap_0 | Fap_1
navi.jsonl;"['""stop_by(flag)""', '""have_possession_of(apple)""']";stop_by flag or at any time have_possession_of apple;"""stop_by(flag)"" | F ( ""have_possession_of(apple)"" )";"""stop_by(flag)"" | F""have_possession_of(apple)""";ap_0 | Fap_1
navi.jsonl;"['""venture_to(house)""']";at any time venture_to house until whenever venture_to house;"F ( ""venture_to(house)"" ) U F ( ""venture_to(house)"" )";"F""venture_to(house)""";Fap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""withdraw(pear)""']";at some time withdraw pear and at any time lay_hold_of apple;"F ( ""withdraw(pear)"" ) & F ( ""lay_hold_of(apple)"" )";"F""withdraw(pear)"" & F""lay_hold_of(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""contact(flag)""', '""walk_near(flag)""']";when possible walk_near flag or at any time contact flag;"F ( ""walk_near(flag)"" ) | F ( ""contact(flag)"" )";"F""walk_near(flag)"" | F""contact(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""going_to(flag)""', '""go_by(house)""']";at any time go_by house or when possible going_to flag;"F ( ""go_by(house)"" ) | F ( ""going_to(flag)"" )";"F""go_by(house)"" | F""going_to(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""tax(apple)""', '""go_by(trash_can)""']";at any time tax apple and forever go_by trash can;"F ( ""tax(apple)"" ) & G ( ""go_by(trash_can)"" )";"F""tax(apple)"" & G""go_by(trash_can)""";Fap_0 & Gap_1
navi.jsonl;"['""grasp(apple)""', '""travel_to(flag)""']";at any time travel_to flag and when possible grasp apple;"F ( ""travel_to(flag)"" ) & F ( ""grasp(apple)"" )";"F""travel_to(flag)"" & F""grasp(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""hold(apple)""', '""put_in(bucket)""']";if hold apple , put_in bucket;"""hold(apple)"" -> ""put_in(bucket)""";"""hold(apple)"" -> ""put_in(bucket)""";ap_0 -> ap_1
navi.jsonl;"['""migrate_to(tree)""', '""grab(tree)""']";at any time migrate_to tree and repeatedly grab tree;"F ( ""migrate_to(tree)"" ) & G ( F ( ""grab(tree)"" ) )";"F""migrate_to(tree)"" & GF""grab(tree)""";Fap_0 & GFap_1
navi.jsonl;"['""travel_to(waste_bin)""', '""get(pear)""']";travel_to waste bin or whenever get pear;"""travel_to(waste_bin)"" | F ( ""get(pear)"" )";"""travel_to(waste_bin)"" | F""get(pear)""";ap_0 | Fap_1
navi.jsonl;"['""drop(apple)""', '""secure(apple)""']";secure apple or never drop apple;"""secure(apple)"" | G ( ! ( ""drop(apple)"" ) )";"""secure(apple)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""gather(pear)""', '""advance_to(house)""']";whenever advance_to house or when possible gather pear;"F ( ""advance_to(house)"" ) | F ( ""gather(pear)"" )";"F""advance_to(house)"" | F""gather(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""drop(orange)""', '""get(orange)""']";drop orange until at any time get orange;"""drop(orange)"" U F ( ""get(orange)"" )";"""drop(orange)"" U F""get(orange)""";ap_0 U Fap_1
navi.jsonl;"['""let_go(apple)""', '""contact(house)""']";whenever let_go apple and at any time contact house;"F ( ""let_go(apple)"" ) & F ( ""contact(house)"" )";"F""let_go(apple)"" & F""contact(house)""";Fap_0 & Fap_1
navi.jsonl;"['""bring(pear)""', '""present_at(flag)""']";at some time bring pear or at some time present_at flag;"F ( ""bring(pear)"" ) | F ( ""present_at(flag)"" )";"F""bring(pear)"" | F""present_at(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""go_by(flag)""', '""go_to(bucket)""']";when possible go_by flag and go_to bucket;"F ( ""go_by(flag)"" ) & ""go_to(bucket)""";"""go_to(bucket)"" & F""go_by(flag)""";ap_1 & Fap_0
navi.jsonl;"['""withdraw(pear)""', '""keep(apple)""']";keep apple or at any time withdraw pear;"""keep(apple)"" | F ( ""withdraw(pear)"" )";"""keep(apple)"" | F""withdraw(pear)""";ap_1 | Fap_0
navi.jsonl;"['""migrate_to(tree)""', '""go_to(transh_can)""']";when possible migrate_to tree can infer that whenever go_to transh can;"F ( ""migrate_to(tree)"" ) -> F ( ""go_to(transh_can)"" )";"F""migrate_to(tree)"" -> F""go_to(transh_can)""";Fap_0 -> Fap_1
navi.jsonl;"['""procure(apple)""', '""visit(waste_basket)""']";at any time visit waste basket or procure apple;"F ( ""visit(waste_basket)"" ) | ""procure(apple)""";"""procure(apple)"" | F""visit(waste_basket)""";ap_0 | Fap_1
navi.jsonl;"['""grasp(pear)""', '""proceed_to(flag)""']";at any time proceed_to flag and when possible grasp pear;"F ( ""proceed_to(flag)"" ) & F ( ""grasp(pear)"" )";"F""proceed_to(flag)"" & F""grasp(pear)""";Fap_1 & Fap_0
navi.jsonl;"['""venture_to(house)""', '""bring(pear)""']";if at some time bring pear , when possible venture_to house;"F ( ""bring(pear)"" ) -> F ( ""venture_to(house)"" )";"F""bring(pear)"" -> F""venture_to(house)""";Fap_1 -> Fap_0
navi.jsonl;"['""go_by(waste_basket)""']";when possible go_by waste basket and when possible go_by waste basket;"F ( ""go_by(waste_basket)"" ) & F ( ""go_by(waste_basket)"" )";"F""go_by(waste_basket)""";Fap_0
navi.jsonl;"['drop_by', '""be_at(flag)""']";drop_by and whenever be_at flag;"""drop_by"" & F ( ""be_at(flag)"" )";"drop_by & F""be_at(flag)""";ap_0 & Fap_1
navi.jsonl;"['""contact(flag)""', '""pick_up(pear)""']";whenever contact flag until pick_up pear;"F ( ""contact(flag)"" ) U ""pick_up(pear)""";"F""contact(flag)"" U ""pick_up(pear)""";Fap_0 U ap_1
navi.jsonl;"['""withhold(apple)""', '""go_by(waste_basket)""']";when possible go_by waste basket or whenever withhold apple;"F ( ""go_by(waste_basket)"" ) | F ( ""withhold(apple)"" )";"F""go_by(waste_basket)"" | F""withhold(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""get_to(tree)""', '""snag(orange)""']";whenever snag orange and get_to tree;"F ( ""snag(orange)"" ) & ""get_to(tree)""";"""get_to(tree)"" & F""snag(orange)""";ap_0 & Fap_1
navi.jsonl;"['""venture_towards(house)""', '""reach(flag)""']";venture_towards house or when possible reach flag;"""venture_towards(house)"" | F ( ""reach(flag)"" )";"""venture_towards(house)"" | F""reach(flag)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(waste_basket)""', '""pass_by(waste_receptacle)""']";at any time pass_by waste receptacle and repeatedly go_to waste basket;"F ( ""pass_by(waste_receptacle)"" ) & G ( F ( ""go_to(waste_basket)"" ) )";"F""pass_by(waste_receptacle)"" & GF""go_to(waste_basket)""";Fap_1 & GFap_0
navi.jsonl;"['""come(home)""', '""procure(orange)""']";at some time procure orange until whenever come home;"F ( ""procure(orange)"" ) U F ( ""come(home)"" )";"F""procure(orange)"" U F""come(home)""";Fap_1 U Fap_0
navi.jsonl;"['""drop(orange)""', '""make_your_way(flag)""']";at any time make_your_way flag or never drop orange;"F ( ""make_your_way(flag)"" ) | G ( ! ( ""drop(orange)"" ) )";"F""make_your_way(flag)"" | G!""drop(orange)""";Fap_1 | G!ap_0
navi.jsonl;"['""journey_by(flag)""', '""reach(house)""']";at any time journey_by flag and reach house;"F ( ""journey_by(flag)"" ) & ""reach(house)""";"""reach(house)"" & F""journey_by(flag)""";ap_1 & Fap_0
navi.jsonl;"['""spend_time_at(tree)""', '""migrate_to(tree)""']";at some time migrate_to tree and when possible spend_time_at tree;"F ( ""migrate_to(tree)"" ) & F ( ""spend_time_at(tree)"" )";"F""migrate_to(tree)"" & F""spend_time_at(tree)""";Fap_1 & Fap_0
navi.jsonl;"['""drop(pear)""']";never drop pear and never drop pear;"G ( ! ( ""drop(pear)"" ) ) & G ( ! ( ""drop(pear)"" ) )";"G!""drop(pear)""";G!ap_0
navi.jsonl;"['""hold(orange)""', '""go_by(house)""']";hold orange and when possible go_by house;"""hold(orange)"" & F ( ""go_by(house)"" )";"""hold(orange)"" & F""go_by(house)""";ap_0 & Fap_1
navi.jsonl;"['""go_to(house)""', 'move']";forever move or at some time go_to house;"G ( ""move"" ) | F ( ""go_to(house)"" )";"Gmove | F""go_to(house)""";Gap_1 | Fap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""snag(orange)""']";when possible snag orange and when possible lay_hold_of apple;"F ( ""snag(orange)"" ) & F ( ""lay_hold_of(apple)"" )";"F""snag(orange)"" & F""lay_hold_of(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""go_to(orange)""', '""show_yourself_near(house)""']";whenever show_yourself_near house and go_to orange;"F ( ""show_yourself_near(house)"" ) & ""go_to(orange)""";"""go_to(orange)"" & F""show_yourself_near(house)""";ap_0 & Fap_1
navi.jsonl;"['""travel_to(apple)""', '""snag(orange)""']";travel_to apple or at some time snag orange;"""travel_to(apple)"" | F ( ""snag(orange)"" )";"""travel_to(apple)"" | F""snag(orange)""";ap_0 | Fap_1
navi.jsonl;"['""gather(apple)""', '""go_past(flag)""']";gather apple can infer that at any time go_past flag;"""gather(apple)"" -> F ( ""go_past(flag)"" )";"""gather(apple)"" -> F""go_past(flag)""";ap_0 -> Fap_1
navi.jsonl;"['""drop(orange)""', '""track_towards(tree)""']";never drop orange or at any time track_towards tree;"G ( ! ( ""drop(orange)"" ) ) | F ( ""track_towards(tree)"" )";"G!""drop(orange)"" | F""track_towards(tree)""";G!ap_0 | Fap_1
navi.jsonl;"['""venture_towards(house)""', '""reach(flag)""']";at any time reach flag or venture_towards house;"F ( ""reach(flag)"" ) | ""venture_towards(house)""";"""venture_towards(house)"" | F""reach(flag)""";ap_0 | Fap_1
navi.jsonl;"['""put_in(bucket)""', '""move_to(trash_can)""']";move_to trash can and put_in bucket;"""move_to(trash_can)"" & ""put_in(bucket)""";"""move_to(trash_can)"" & ""put_in(bucket)""";ap_1 & ap_0
navi.jsonl;"['""spend_time_at(tree)""', '""advance_to(tree)""']";advance_to tree and when possible spend_time_at tree;"""advance_to(tree)"" & F ( ""spend_time_at(tree)"" )";"""advance_to(tree)"" & F""spend_time_at(tree)""";ap_1 & Fap_0
navi.jsonl;"['""move_to(trash_can)""', 'walk']";walk or move_to trash can;"""walk"" | ""move_to(trash_can)""";"""move_to(trash_can)"" | walk";ap_0 | ap_1
navi.jsonl;"['""go_past(house)""', '""get(pear)""']";when possible get pear and whenever go_past house;"F ( ""get(pear)"" ) & F ( ""go_past(house)"" )";"F""get(pear)"" & F""go_past(house)""";Fap_1 & Fap_0
navi.jsonl;"['""obtain(apple)""', '""go_to(trash_bin)""']";at some time go_to trash bin or whenever obtain apple;"F ( ""go_to(trash_bin)"" ) | F ( ""obtain(apple)"" )";"F""go_to(trash_bin)"" | F""obtain(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""venture_towards(house)""', '""reach(flag)""']";venture_towards house or whenever reach flag;"""venture_towards(house)"" | F ( ""reach(flag)"" )";"""venture_towards(house)"" | F""reach(flag)""";ap_0 | Fap_1
navi.jsonl;"['""got_to(house)""', '""go_to(trashcan)""']";whenever got_to house and whenever go_to trashcan;"F ( ""got_to(house)"" ) & F ( ""go_to(trashcan)"" )";"F""got_to(house)"" & F""go_to(trashcan)""";Fap_0 & Fap_1
navi.jsonl;"['""go_near(house)""', '""track_towards(tree)""']";at any time go_near house or when possible track_towards tree;"F ( ""go_near(house)"" ) | F ( ""track_towards(tree)"" )";"F""go_near(house)"" | F""track_towards(tree)""";Fap_0 | Fap_1
navi.jsonl;"['""be_near(tree)""', '""show_yourself_near(house)""']";at any time be_near tree and at any time show_yourself_near house;"F ( ""be_near(tree)"" ) & F ( ""show_yourself_near(house)"" )";"F""be_near(tree)"" & F""show_yourself_near(house)""";Fap_0 & Fap_1
navi.jsonl;"['""go_by(waste_basket)""']";at any time go_by waste basket or at some time go_by waste basket;"F ( ""go_by(waste_basket)"" ) | F ( ""go_by(waste_basket)"" )";"F""go_by(waste_basket)""";Fap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""go_to(transh_can)""']";at any time lay_hold_of apple and at some time go_to transh can;"F ( ""lay_hold_of(apple)"" ) & F ( ""go_to(transh_can)"" )";"F""lay_hold_of(apple)"" & F""go_to(transh_can)""";Fap_0 & Fap_1
navi.jsonl;"['""go_to(trash_can)""', '""go_by(house)""']";at some time go_by house and at any time go_to trash can;"F ( ""go_by(house)"" ) & F ( ""go_to(trash_can)"" )";"F""go_by(house)"" & F""go_to(trash_can)""";Fap_1 & Fap_0
navi.jsonl;"['""go_near(flag)""', '""touch(house)""']";when possible touch house or whenever go_near flag;"F ( ""touch(house)"" ) | F ( ""go_near(flag)"" )";"F""touch(house)"" | F""go_near(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""venture_towards(house)""', '""present_at(flag)""']";if venture_towards house , when possible present_at flag;"""venture_towards(house)"" -> F ( ""present_at(flag)"" )";"""venture_towards(house)"" -> F""present_at(flag)""";ap_0 -> Fap_1
navi.jsonl;"['""lay_hold_of(apple)""', '""come_to(tree)""']";whenever lay_hold_of apple and come_to tree;"F ( ""lay_hold_of(apple)"" ) & ""come_to(tree)""";"""come_to(tree)"" & F""lay_hold_of(apple)""";ap_1 & Fap_0
navi.jsonl;"['""take_possession_of(bear)""', '""stand_by(tree)""']";whenever take_possession_of bear or at some time stand_by tree;"F ( ""take_possession_of(bear)"" ) | F ( ""stand_by(tree)"" )";"F""take_possession_of(bear)"" | F""stand_by(tree)""";Fap_0 | Fap_1
navi.jsonl;"['""gather(pear)""', '""move_past(trash_can)""']";at any time move_past trash can and whenever gather pear;"F ( ""move_past(trash_can)"" ) & F ( ""gather(pear)"" )";"F""move_past(trash_can)"" & F""gather(pear)""";Fap_1 & Fap_0
navi.jsonl;"['""drop(apple)""', '""hold(orange)""']";when never drop apple , hold orange;"G ( ! ( ""drop(apple)"" ) ) -> ""hold(orange)""";"G!""drop(apple)"" -> ""hold(orange)""";G!ap_0 -> ap_1
navi.jsonl;"['""venture_towards(house)""', '""reach(flag)""']";venture_towards house or at some time reach flag;"""venture_towards(house)"" | F ( ""reach(flag)"" )";"""venture_towards(house)"" | F""reach(flag)""";ap_0 | Fap_1
navi.jsonl;"['""bring(pear)""', '""withhold(apple)""']";at any time withhold apple and at some time bring pear;"F ( ""withhold(apple)"" ) & F ( ""bring(pear)"" )";"F""withhold(apple)"" & F""bring(pear)""";Fap_1 & Fap_0
navi.jsonl;"['""go_by(flag)""', '""contact(flag)""']";when possible contact flag or when possible go_by flag;"F ( ""contact(flag)"" ) | F ( ""go_by(flag)"" )";"F""contact(flag)"" | F""go_by(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""go_to(bucket)""', '""move_towards(trash_can)""']";move_towards trash can or go_to bucket;"""move_towards(trash_can)"" | ""go_to(bucket)""";"""go_to(bucket)"" | ""move_towards(trash_can)""";ap_0 | ap_1
navi.jsonl;"['""travel_to(apple)""', '""snatch_up(pear)""']";travel_to apple and snatch_up pear;"""travel_to(apple)"" & ""snatch_up(pear)""";"""snatch_up(pear)"" & ""travel_to(apple)""";ap_1 & ap_0
navi.jsonl;"['""drop(apple)""', '""present_at(flag)""']";never drop apple or whenever present_at flag;"G ( ! ( ""drop(apple)"" ) ) | F ( ""present_at(flag)"" )";"G!""drop(apple)"" | F""present_at(flag)""";G!ap_0 | Fap_1
navi.jsonl;"['""drop(orange)""', '""hold_onto(orange)""']";always hold_onto orange or drop orange;"G ( ""hold_onto(orange)"" ) | ""drop(orange)""";"""drop(orange)"" | G""hold_onto(orange)""";ap_0 | Gap_1
navi.jsonl;"['""let_go(pear)""', '""move_near(tree)""']";when possible move_near tree and don't let_go pear;"F ( ""move_near(tree)"" ) & ! ( ""let_go(pear)"" )";"!""let_go(pear)"" & F""move_near(tree)""";!ap_0 & Fap_1
navi.jsonl;"['""drop(apple)""', '""go_to(bucket)""']";go_to bucket or never drop apple;"""go_to(bucket)"" | G ( ! ( ""drop(apple)"" ) )";"""go_to(bucket)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""clutch(orange)""', 'stay']";when forever stay , at some time clutch orange;"G ( ""stay"" ) -> F ( ""clutch(orange)"" )";"Gstay -> F""clutch(orange)""";Gap_1 -> Fap_0
navi.jsonl;"['""have(apple)""', '""going_to(tree)""']";forever have apple or going_to tree;"G ( ""have(apple)"" ) | ""going_to(tree)""";"""going_to(tree)"" | G""have(apple)""";ap_1 | Gap_0
navi.jsonl;"['""take_to(trash_can)""', '""go_to(trash_receptacle)""']";at some time go_to trash receptacle until take_to trash can;"F ( ""go_to(trash_receptacle)"" ) U ""take_to(trash_can)""";"F""go_to(trash_receptacle)"" U ""take_to(trash_can)""";Fap_1 U ap_0
navi.jsonl;"['""going_to(tree)""', '""arrive_at(tree)""']";going_to tree or at some time arrive_at tree;"""going_to(tree)"" | F ( ""arrive_at(tree)"" )";"""going_to(tree)"" | F""arrive_at(tree)""";ap_0 | Fap_1
navi.jsonl;"['""got_to(house)""', 'stay']";forever stay or at some time got_to house;"G ( ""stay"" ) | F ( ""got_to(house)"" )";"Gstay | F""got_to(house)""";Gap_1 | Fap_0
