original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL
Ensure you keep revisiting charging station 9 as you repeatedly move crate 4 from warehouse 5 to mall 4;[]<>charging_station_9&&[]<>(warehouse_5&&<>(p_crate_4&&<>(mall_4&&pd)));GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Ensure you keep revisiting charging_station_9 as you repeatedly move p_crate_4 from warehouse_5 to mall_4;{'crate 4': 'p_crate_4', 'pd': 'pd', 'warehouse 5': 'warehouse_5', 'charging station 9': 'charging_station_9', 'mall 4': 'mall_4'};{'p_crate_4': 'ap_0', 'pd': 'ap_1', 'warehouse_5': 'ap_2', 'charging_station_9': 'ap_3', 'mall_4': 'ap_4'};GFap_3 & GF(ap_2 & F(ap_0 & F(ap_4 & ap_1)))
Always eventually return to charging station 9 while regularly taking crate 4 from warehouse 5 to mall 4;[]<>charging_station_9&&[]<>(warehouse_5&&<>(p_crate_4&&<>(mall_4&&pd)));GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Always eventually return to charging_station_9 while regularly taking p_crate_4 from warehouse_5 to mall_4;{'crate 4': 'p_crate_4', 'pd': 'pd', 'warehouse 5': 'warehouse_5', 'charging station 9': 'charging_station_9', 'mall 4': 'mall_4'};{'p_crate_4': 'ap_0', 'pd': 'ap_1', 'warehouse_5': 'ap_2', 'charging_station_9': 'ap_3', 'mall_4': 'ap_4'};GFap_3 & GF(ap_2 & F(ap_0 & F(ap_4 & ap_1)))
Keep returning to charging station 9 as you keep transporting crate 4 from warehouse 5 to mall 4;[]<>charging_station_9&&[]<>(warehouse_5&&<>(p_crate_4&&<>(mall_4&&pd)));GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Keep returning to charging_station_9 as you keep transporting p_crate_4 from warehouse_5 to mall_4;{'crate 4': 'p_crate_4', 'pd': 'pd', 'warehouse 5': 'warehouse_5', 'charging station 9': 'charging_station_9', 'mall 4': 'mall_4'};{'p_crate_4': 'ap_0', 'pd': 'ap_1', 'warehouse_5': 'ap_2', 'charging_station_9': 'ap_3', 'mall_4': 'ap_4'};GFap_3 & GF(ap_2 & F(ap_0 & F(ap_4 & ap_1)))
Avoid entering parking lot 4 until you reach street 5 and then enter and remain in parking lot 4;!parking_lot_4 U street_5&&<>(parking_lot_4&&[]parking_lot_4);(!parking_lot_4 U street_5) & F(parking_lot_4 & Gparking_lot_4);['street_5', 'parking_lot_4'];Avoid entering parking_lot_4 until you reach street_5 and then enter and remain in parking_lot_4;{'street 5': 'street_5', 'parking lot 4': 'parking_lot_4'};{'street_5': 'ap_0', 'parking_lot_4': 'ap_1'};(!ap_1 U ap_0) & F(ap_1 & Gap_1)
Refrain from going to parking lot 4 until you arrive at street 5, and then ensure you enter and stay in parking lot 4;!parking_lot_4 U street_5&&<>(parking_lot_4&&[]parking_lot_4);(!parking_lot_4 U street_5) & F(parking_lot_4 & Gparking_lot_4);['street_5', 'parking_lot_4'];Refrain from going to parking_lot_4 until you arrive at street_5, and then ensure you enter and stay in parking_lot_4;{'street 5': 'street_5', 'parking lot 4': 'parking_lot_4'};{'street_5': 'ap_0', 'parking_lot_4': 'ap_1'};(!ap_1 U ap_0) & F(ap_1 & Gap_1)
Do not visit parking lot 4 before reaching street 5, and after that, proceed to enter and remain there;!parking_lot_4 U street_5&&<>(parking_lot_4&&[]parking_lot_4);(!parking_lot_4 U street_5) & F(parking_lot_4 & Gparking_lot_4);['street_5', 'parking_lot_4'];Do not visit parking_lot_4 before reaching street_5, and after that, proceed to enter and remain there;{'street 5': 'street_5', 'parking lot 4': 'parking_lot_4'};{'street_5': 'ap_0', 'parking_lot_4': 'ap_1'};(!ap_1 U ap_0) & F(ap_1 & Gap_1)
Stay away from parking lot 4 until you reach street 5, after which you must enter and stay in parking lot 4 continuously;!parking_lot_4 U street_5&&<>(parking_lot_4&&[]parking_lot_4);(!parking_lot_4 U street_5) & F(parking_lot_4 & Gparking_lot_4);['street_5', 'parking_lot_4'];Stay away from parking_lot_4 until you reach street_5, after which you must enter and stay in parking_lot_4 continuously;{'street 5': 'street_5', 'parking lot 4': 'parking_lot_4'};{'street_5': 'ap_0', 'parking_lot_4': 'ap_1'};(!ap_1 U ap_0) & F(ap_1 & Gap_1)
Continuously take pictures of building 5 while repeatedly visiting charger 4;[]<>(building_5&&photo)&&[]<>charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];Continuously take pictures of building_5 while repeatedly visiting charger_4;{'photo': 'photo', 'building 5': 'building_5', 'charger 4': 'charger_4'};{'photo': 'ap_0', 'building_5': 'ap_1', 'charger_4': 'ap_2'};GF(ap_1 & ap_0) & GFap_2
Ensure you keep capturing photos of building 5 while regularly revisiting charger 4;[]<>(building_5&&photo)&&[]<>charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];Ensure you keep capturing photos of building_5 while regularly revisiting charger_4;{'photo': 'photo', 'building 5': 'building_5', 'charger 4': 'charger_4'};{'photo': 'ap_0', 'building_5': 'ap_1', 'charger_4': 'ap_2'};GF(ap_1 & ap_0) & GFap_2
Persistently photograph building 5 while maintaining consistent visits to charger 4;[]<>(building_5&&photo)&&[]<>charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];Persistently photograph building_5 while maintaining consistent visits to charger_4;{'photo': 'photo', 'building 5': 'building_5', 'charger 4': 'charger_4'};{'photo': 'ap_0', 'building_5': 'ap_1', 'charger_4': 'ap_2'};GF(ap_1 & ap_0) & GFap_2
Repeatedly take pictures of building 5 while also continuously returning to charger 4;[]<>(building_5&&photo)&&[]<>charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];Repeatedly take pictures of building_5 while also continuously returning to charger_4;{'photo': 'photo', 'building 5': 'building_5', 'charger 4': 'charger_4'};{'photo': 'ap_0', 'building_5': 'ap_1', 'charger_4': 'ap_2'};GF(ap_1 & ap_0) & GFap_2
Pick up box 5 from plant 8 and deliver it to store 6;<>(plant_8&&<>(p_box_5&&<>(store_6&&pd)));F(plant_8 & F(p_box_5 & F(pd & store_6)));['pd', 'plant_8', 'p_box_5', 'store_6'];Pick up p_box_5 from plant_8 and deliver it to store_6;{'pd': 'pd', 'plant 8': 'plant_8', 'box 5': 'p_box_5', 'store 6': 'store_6'};{'pd': 'ap_0', 'plant_8': 'ap_1', 'p_box_5': 'ap_2', 'store_6': 'ap_3'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3)))
Ensure you collect box 5 from plant 8, then take it to store 6;<>(plant_8&&<>(p_box_5&&<>(store_6&&pd)));F(plant_8 & F(p_box_5 & F(pd & store_6)));['pd', 'plant_8', 'p_box_5', 'store_6'];Ensure you collect p_box_5 from plant_8, then take it to store_6;{'pd': 'pd', 'plant 8': 'plant_8', 'box 5': 'p_box_5', 'store 6': 'store_6'};{'pd': 'ap_0', 'plant_8': 'ap_1', 'p_box_5': 'ap_2', 'store_6': 'ap_3'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3)))
Retrieve box 5 from plant 8 and subsequently transport it to store 6;<>(plant_8&&<>(p_box_5&&<>(store_6&&pd)));F(plant_8 & F(p_box_5 & F(pd & store_6)));['pd', 'plant_8', 'p_box_5', 'store_6'];Retrieve p_box_5 from plant_8 and subsequently transport it to store_6;{'pd': 'pd', 'plant 8': 'plant_8', 'box 5': 'p_box_5', 'store 6': 'store_6'};{'pd': 'ap_0', 'plant_8': 'ap_1', 'p_box_5': 'ap_2', 'store_6': 'ap_3'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3)))
Start by picking up box 5 at plant 8, then proceed to deliver it to store 6;<>(plant_8&&<>(p_box_5&&<>(store_6&&pd)));F(plant_8 & F(p_box_5 & F(pd & store_6)));['pd', 'plant_8', 'p_box_5', 'store_6'];Start by picking up p_box_5 at plant_8, then proceed to deliver it to store_6;{'pd': 'pd', 'plant 8': 'plant_8', 'box 5': 'p_box_5', 'store 6': 'store_6'};{'pd': 'ap_0', 'plant_8': 'ap_1', 'p_box_5': 'ap_2', 'store_6': 'ap_3'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3)))
Eventually visit statue 6 and take a picture of it while remaining in park 5;<>(statue_6&&photo)&&[]park_5;F(photo & statue_6) & Gpark_5;['photo', 'statue_6', 'park_5'];Eventually visit statue_6 and take a picture of it while remaining in park_5;{'photo': 'photo', 'statue 6': 'statue_6', 'park 5': 'park_5'};{'photo': 'ap_0', 'statue_6': 'ap_1', 'park_5': 'ap_2'};F(ap_0 & ap_1) & Gap_2
Ensure you go to statue 6 and capture a photo of it while you stay in park 5;<>(statue_6&&photo)&&[]park_5;F(photo & statue_6) & Gpark_5;['photo', 'statue_6', 'park_5'];Ensure you go to statue_6 and capture a photo of it while you stay in park_5;{'photo': 'photo', 'statue 6': 'statue_6', 'park 5': 'park_5'};{'photo': 'ap_0', 'statue_6': 'ap_1', 'park_5': 'ap_2'};F(ap_0 & ap_1) & Gap_2
Take a picture of statue 6 after reaching it, and make sure you stay within park 5;<>(statue_6&&photo)&&[]park_5;F(photo & statue_6) & Gpark_5;['photo', 'statue_6', 'park_5'];Take a picture of statue_6 after reaching it, and make sure you stay within park_5;{'photo': 'photo', 'statue 6': 'statue_6', 'park 5': 'park_5'};{'photo': 'ap_0', 'statue_6': 'ap_1', 'park_5': 'ap_2'};F(ap_0 & ap_1) & Gap_2
Go to statue 6, take its photograph, and ensure you continuously stay in park 5;<>(statue_6&&photo)&&[]park_5;F(photo & statue_6) & Gpark_5;['photo', 'statue_6', 'park_5'];Go to statue_6, take its photograph, and ensure you continuously stay in park_5;{'photo': 'photo', 'statue 6': 'statue_6', 'park 5': 'park_5'};{'photo': 'ap_0', 'statue_6': 'ap_1', 'park_5': 'ap_2'};F(ap_0 & ap_1) & Gap_2
Stay in park 5 until you take a picture of monument 2 and afterward proceed to intersection 5 and remain there;park_5 U (monument_2&&photo&&<>(intersection_5&&[]intersection_5));park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5));['photo', 'park_5', 'intersection_5', 'monument_2'];Stay in park_5 until you take a picture of monument_2 and afterward proceed to intersection_5 and remain there;{'photo': 'photo', 'park 5': 'park_5', 'intersection 5': 'intersection_5', 'monument 2': 'monument_2'};{'photo': 'ap_0', 'park_5': 'ap_1', 'intersection_5': 'ap_2', 'monument_2': 'ap_3'};ap_1 U (ap_3 & ap_0 & F(ap_2 & Gap_2))
Remain within park 5 until you capture a photo of monument 2, then proceed to intersection 5 and stay there continuously;park_5 U (monument_2&&photo&&<>(intersection_5&&[]intersection_5));park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5));['photo', 'park_5', 'intersection_5', 'monument_2'];Remain within park_5 until you capture a photo of monument_2, then proceed to intersection_5 and stay there continuously;{'photo': 'photo', 'park 5': 'park_5', 'intersection 5': 'intersection_5', 'monument 2': 'monument_2'};{'photo': 'ap_0', 'park_5': 'ap_1', 'intersection_5': 'ap_2', 'monument_2': 'ap_3'};ap_1 U (ap_3 & ap_0 & F(ap_2 & Gap_2))
Stay in park 5 until you take a picture of monument 2 and then ensure you go to intersection 5 and stay;park_5 U (monument_2&&photo&&<>(intersection_5&&[]intersection_5));park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5));['photo', 'park_5', 'intersection_5', 'monument_2'];Stay in park_5 until you take a picture of monument_2 and then ensure you go to intersection_5 and stay;{'photo': 'photo', 'park 5': 'park_5', 'intersection 5': 'intersection_5', 'monument 2': 'monument_2'};{'photo': 'ap_0', 'park_5': 'ap_1', 'intersection_5': 'ap_2', 'monument_2': 'ap_3'};ap_1 U (ap_3 & ap_0 & F(ap_2 & Gap_2))
Continue staying in park 5 until you photograph monument 2, and then move to intersection 5 and remain there;park_5 U (monument_2&&photo&&<>(intersection_5&&[]intersection_5));park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5));['photo', 'park_5', 'intersection_5', 'monument_2'];Continue staying in park_5 until you photograph monument_2, and then move to intersection_5 and remain there;{'photo': 'photo', 'park 5': 'park_5', 'intersection 5': 'intersection_5', 'monument 2': 'monument_2'};{'photo': 'ap_0', 'park_5': 'ap_1', 'intersection_5': 'ap_2', 'monument_2': 'ap_3'};ap_1 U (ap_3 & ap_0 & F(ap_2 & Gap_2))
Eventually go to house 5 and remain there continuously;<>[]house_5;FGhouse_5;['house_5'];Eventually go to house_5 and remain there continuously;{'house 5': 'house_5'};{'house_5': 'ap_0'};FGap_0
Ensure you reach house 5 and stay there permanently;<>[]house_5;FGhouse_5;['house_5'];Ensure you reach house_5 and stay there permanently;{'house 5': 'house_5'};{'house_5': 'ap_0'};FGap_0
Go to house 5 at some point and continue staying there;<>[]house_5;FGhouse_5;['house_5'];Go to house_5 at some point and continue staying there;{'house 5': 'house_5'};{'house_5': 'ap_0'};FGap_0
Make sure to visit house 5 and remain there afterward;<>[]house_5;FGhouse_5;['house_5'];Make sure to visit house_5 and remain there afterward;{'house 5': 'house_5'};{'house_5': 'ap_0'};FGap_0
Remain in locality 2 while transporting document 5 from office 4 to office 9;[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd)));Glocality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd)));['pd', 'office_4', 'locality_2', 'p_document_5', 'office_9'];Remain in locality_2 while transporting p_document_5 from office_4 to office_9;{'pd': 'pd', 'office 4': 'office_4', 'locality 2': 'locality_2', 'document 5': 'p_document_5', 'office 9': 'office_9'};{'pd': 'ap_0', 'office_4': 'ap_1', 'locality_2': 'ap_2', 'p_document_5': 'ap_3', 'office_9': 'ap_4'};Gap_2 & F(ap_1 & F(ap_3 & F(ap_4 & ap_0)))
Stay within locality 2 as you pick up document 5 from office 4 and deliver it to office 9;[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd)));Glocality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd)));['pd', 'office_4', 'locality_2', 'p_document_5', 'office_9'];Stay within locality_2 as you pick up p_document_5 from office_4 and deliver it to office_9;{'pd': 'pd', 'office 4': 'office_4', 'locality 2': 'locality_2', 'document 5': 'p_document_5', 'office 9': 'office_9'};{'pd': 'ap_0', 'office_4': 'ap_1', 'locality_2': 'ap_2', 'p_document_5': 'ap_3', 'office_9': 'ap_4'};Gap_2 & F(ap_1 & F(ap_3 & F(ap_4 & ap_0)))
Ensure you stay in locality 2 while transferring document 5 from office 4 to office 9;[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd)));Glocality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd)));['pd', 'office_4', 'locality_2', 'p_document_5', 'office_9'];Ensure you stay in locality_2 while transferring p_document_5 from office_4 to office_9;{'pd': 'pd', 'office 4': 'office_4', 'locality 2': 'locality_2', 'document 5': 'p_document_5', 'office 9': 'office_9'};{'pd': 'ap_0', 'office_4': 'ap_1', 'locality_2': 'ap_2', 'p_document_5': 'ap_3', 'office_9': 'ap_4'};Gap_2 & F(ap_1 & F(ap_3 & F(ap_4 & ap_0)))
Continue staying in locality 2 as you collect document 5 from office 4 and take it to office 9;[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd)));Glocality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd)));['pd', 'office_4', 'locality_2', 'p_document_5', 'office_9'];Continue staying in locality_2 as you collect p_document_5 from office_4 and take it to office_9;{'pd': 'pd', 'office 4': 'office_4', 'locality 2': 'locality_2', 'document 5': 'p_document_5', 'office 9': 'office_9'};{'pd': 'ap_0', 'office_4': 'ap_1', 'locality_2': 'ap_2', 'p_document_5': 'ap_3', 'office_9': 'ap_4'};Gap_2 & F(ap_1 & F(ap_3 & F(ap_4 & ap_0)))
Ensure you eventually go to section 3 while avoiding hall 5 at all times;<>section_3&&[]!hall_5;Fsection_3 & G!hall_5;['section_3', 'hall_5'];Ensure you eventually go to section_3 while avoiding hall_5 at all times;{'section 3': 'section_3', 'hall 5': 'hall_5'};{'section_3': 'ap_0', 'hall_5': 'ap_1'};Fap_0 & G!ap_1
Go to section 3 at some point, but make sure you never enter hall 5;<>section_3&&[]!hall_5;Fsection_3 & G!hall_5;['section_3', 'hall_5'];Go to section_3 at some point, but make sure you never enter hall_5;{'section 3': 'section_3', 'hall 5': 'hall_5'};{'section_3': 'ap_0', 'hall_5': 'ap_1'};Fap_0 & G!ap_1
Eventually reach section 3, ensuring you continuously stay away from hall 5;<>section_3&&[]!hall_5;Fsection_3 & G!hall_5;['section_3', 'hall_5'];Eventually reach section_3, ensuring you continuously stay away from hall_5;{'section 3': 'section_3', 'hall 5': 'hall_5'};{'section_3': 'ap_0', 'hall_5': 'ap_1'};Fap_0 & G!ap_1
Eventually visit section 3 while refraining from entering hall 5 at any time;<>section_3&&[]!hall_5;Fsection_3 & G!hall_5;['section_3', 'hall_5'];Eventually visit section_3 while refraining from entering hall_5 at any time;{'section 3': 'section_3', 'hall 5': 'hall_5'};{'section_3': 'ap_0', 'hall_5': 'ap_1'};Fap_0 & G!ap_1
Stay in parking lot 5 until you capture a photo of car 5;parking_lot_5 U (car_5&&photo);parking_lot_5 U (car_5 & photo);['photo', 'parking_lot_5', 'car_5'];Stay in parking_lot_5 until you capture a photo of car_5;{'photo': 'photo', 'parking lot 5': 'parking_lot_5', 'car 5': 'car_5'};{'photo': 'ap_0', 'parking_lot_5': 'ap_1', 'car_5': 'ap_2'};ap_1 U (ap_2 & ap_0)
Remain in parking lot 5 until you capture a photo of car 5;parking_lot_5 U (car_5&&photo);parking_lot_5 U (car_5 & photo);['photo', 'parking_lot_5', 'car_5'];Remain in parking_lot_5 until you capture a photo of car_5;{'photo': 'photo', 'parking lot 5': 'parking_lot_5', 'car 5': 'car_5'};{'photo': 'ap_0', 'parking_lot_5': 'ap_1', 'car_5': 'ap_2'};ap_1 U (ap_2 & ap_0)
You must stay in parking lot 5 until you finish taking a picture of car 5;parking_lot_5 U (car_5&&photo);parking_lot_5 U (car_5 & photo);['photo', 'parking_lot_5', 'car_5'];You must stay in parking_lot_5 until you finish taking a picture of car_5;{'photo': 'photo', 'parking lot 5': 'parking_lot_5', 'car 5': 'car_5'};{'photo': 'ap_0', 'parking_lot_5': 'ap_1', 'car_5': 'ap_2'};ap_1 U (ap_2 & ap_0)
Remain in parking lot 5 until you capture a picture of car 5;parking_lot_5 U (car_5&&photo);parking_lot_5 U (car_5 & photo);['photo', 'parking_lot_5', 'car_5'];Remain in parking_lot_5 until you capture a picture of car_5;{'photo': 'photo', 'parking lot 5': 'parking_lot_5', 'car 5': 'car_5'};{'photo': 'ap_0', 'parking_lot_5': 'ap_1', 'car_5': 'ap_2'};ap_1 U (ap_2 & ap_0)
Avoid entering locality 5 until you pick up pass 5 from house 2 and place it in office 3;!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd)));!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd)));['pd', 'office_3', 'house_2', 'locality_5', 'p_pass_5'];Avoid entering locality_5 until you pick up p_pass_5 from house_2 and place it in office_3;{'pd': 'pd', 'office 3': 'office_3', 'house 2': 'house_2', 'locality 5': 'locality_5', 'pass 5': 'p_pass_5'};{'pd': 'ap_0', 'office_3': 'ap_1', 'house_2': 'ap_2', 'locality_5': 'ap_3', 'p_pass_5': 'ap_4'};!ap_3 U (ap_2 & F(ap_4 & F(ap_1 & ap_0)))
Do not go to locality 5 before collecting pass 5 from house 2 and delivering it to office 3;!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd)));!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd)));['pd', 'office_3', 'house_2', 'locality_5', 'p_pass_5'];Do not go to locality_5 before collecting p_pass_5 from house_2 and delivering it to office_3;{'pd': 'pd', 'office 3': 'office_3', 'house 2': 'house_2', 'locality 5': 'locality_5', 'pass 5': 'p_pass_5'};{'pd': 'ap_0', 'office_3': 'ap_1', 'house_2': 'ap_2', 'locality_5': 'ap_3', 'p_pass_5': 'ap_4'};!ap_3 U (ap_2 & F(ap_4 & F(ap_1 & ap_0)))
Stay out of locality 5 until you retrieve pass 5 from house 2 and put it in office 3;!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd)));!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd)));['pd', 'office_3', 'house_2', 'locality_5', 'p_pass_5'];Stay out of locality_5 until you retrieve p_pass_5 from house_2 and put it in office_3;{'pd': 'pd', 'office 3': 'office_3', 'house 2': 'house_2', 'locality 5': 'locality_5', 'pass 5': 'p_pass_5'};{'pd': 'ap_0', 'office_3': 'ap_1', 'house_2': 'ap_2', 'locality_5': 'ap_3', 'p_pass_5': 'ap_4'};!ap_3 U (ap_2 & F(ap_4 & F(ap_1 & ap_0)))
Refrain from entering locality 5 until you collect pass 5 from house 2 and deposit it in office 3;!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd)));!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd)));['pd', 'office_3', 'house_2', 'locality_5', 'p_pass_5'];Refrain from entering locality_5 until you collect p_pass_5 from house_2 and deposit it in office_3;{'pd': 'pd', 'office 3': 'office_3', 'house 2': 'house_2', 'locality 5': 'locality_5', 'pass 5': 'p_pass_5'};{'pd': 'ap_0', 'office_3': 'ap_1', 'house_2': 'ap_2', 'locality_5': 'ap_3', 'p_pass_5': 'ap_4'};!ap_3 U (ap_2 & F(ap_4 & F(ap_1 & ap_0)))
